SubjectID,CRT_Score,True statement,TrueStatementID,IQE1,IQE2,IQE3,IQI1,IQI2,IQI3,IQU1,IQU2,IQU3,IQE_avg,IQI_avg,IQU_avg,False Difficult,False Easy,True_fleshes,difficult_fleshes,easy_fleshes,True_smog_index,difficult_smog_index,easy_smog_index,True_flesch_kincaid_grade,difficult_flesch_kincaid_grade,easy_flesch_kincaid_grade,True_coleman_liau_index,difficult_coleman_liau_index,easy_coleman_liau_index,True_automated_readability_index,difficult_automated_readability_index,easy_automated_readability_index,True_dale_chall_readability_score,difficult_dale_chall_readability_score,easy_dale_chall_readability_score,True_difficult_words,difficult_difficult_words,easy_difficult_words,True_linsear_write_formula,difficult_linsear_write_formula,easy_.linsear_write_formula,True_difficult_words,difficult_difficult_words,easy_difficult_words,True_gunning_fog,difficult_gunning_fog,easy_gunning_fog,True_text_standard,difficult_text_standard,easy_text_standard,Potential_Drop
R_3qfJOOLPucdJoGd,0.333333333,Intravenous recombinant ACE2 was reported as an effective therapy in severe COVID-19 by blocking the viral entry to target cells. ,1005,4,4,4,4,4,4,4,4,4,4,4,4,Intravenous recombiNo Statement herent ACE2 was announced as an effective therapy in severe COVID-19 by blocking the viral entry to target cells.,Intravenous recombinant ACE2 was reported as a cure in severe COVID-19 by blocking the viral entry to target cells.,34.26,32.22,52.19,0,0,0,13.5,14.2,10.7,14.04,14.91,11.72,14.5,16.1,12.1,15.68,16.21,14.55,10,12,8,15,15,12.5,10,12,8,18,16.07,13.92,15,15,12,
R_3qfJOOLPucdJoGd,0.333333333,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",1010,2,3,4,4,3,4,4,4,4,3,3.666666667,4,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should always be performed 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.","We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should always be performed within 21 days after potential infectious contact, given that most exposed individuals always produce antibodies by then.",17.17,17.17,9.72,0,0,0,17.9,17.9,18.7,17.12,17,17.93,21,20.9,21.2,12.53,12.25,12.75,19,18,19,22.25,21.75,21.25,19,18,19,19.82,19.12,19,18,18,19,
R_3qfJOOLPucdJoGd,0.333333333,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,1013,5,2,2,1,1,1,1,1,1,3,1,1,A need for ventilation occurred in 31% of the aNo Statement herekinra-treated group and 75% of the control group. Successful weaning from air was attained in 63% of the aNo Statement herekinra-treated group compared with 27% of the control group.,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Unsuccessful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,52.19,59.64,43.73,0,0,0,10.7,9.9,11.9,12.94,11.55,13.23,13.6,13,13.8,11.23,10.55,11.23,12,10,12,12.5,12,12.5,12,10,12,11.81,11,11.81,13,12,12,
R_3qfJOOLPucdJoGd,0.333333333,Microscopic abnormalities have been observed in both finger and toenails of patients with COVID-19.  This suggests that chilblains might be a symptom of COVID-19.,1017,4,4,4,4,4,4,4,4,4,4,4,4,Microscopic abnormalities have been observed in both finger and toeNo Statement hereils of patients with COVID-19. This suggests that chilblains is a symptom of COVID-19.,Microscopic abnormalities have been observed in both finger and toenails of patients with COVID-19. This suggests that chilblains is a sure sign of COVID-19.,67.76,67.25,67.76,0,0,0,6.8,7,6.8,14.2,14.78,13.27,11.7,12.3,10.9,10.81,11.84,10.15,7,7,6,6,6.25,6,7,7,6,8.13,8.2,8.13,7,7,11,
R_3qfJOOLPucdJoGd,0.333333333,"We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster, and evidence of confirmed cases in the neighbourhood could help discriminate infected patients from uninfected.",1018,4,4,4,4,4,3,4,4,4,4,3.666666667,4,"We found that age, symptom onset between 3 and 14 days, flu, common cold, and evidence of confirmed cases in the neighborhood could help discrimiNo Statement herete infected patients from uninfected.","We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster, and evidence of confirmed cases in the country could help discriminate infected patients from uninfected.",24.11,40.01,24.11,0,0,0,23.6,15.4,23.6,13.65,13.99,13.01,32.2,19.7,31.7,12.68,13.32,12.39,17,11,16,33.5,20.5,32.5,17,11,16,25.64,17.56,24.91,13,14,13,
R_3rPx5Bcrq1DbWx6,0,"150 patients were randomized to favipiravir or the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",1031,4,2,2,4,4,4,4,4,4,2.666666667,4,4,"150 patients were selected to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.","150 patients were randomized to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days ,for favipiravir and control, respectively. Aiding events were observed in 36% of favipiravir and 8% of control patients.",61.67,60.65,60.65,11.2,11.2,11.2,9.1,9.5,9.5,10.15,9.4,9.46,10.8,10.4,10.4,10.67,10.4,10.4,13,13,13,11,11.5,11.5,13,13,13,10.9,11.11,11.11,11,10,10,
R_3rPx5Bcrq1DbWx6,0,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,1150,3,3,4,4,4,4,4,4,4,3.333333333,4,4,Early surveys with COVID-19 patients suggests that gastrointestiNo Statement herel symptoms are common and associated with greater severity of illness.,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are abnormal and associated with greater severity of illness.,19.37,25.8,10.91,0,0,0,15,14.6,16.2,21.11,20.42,21.75,19.5,19.7,20,15.06,15.68,15.06,9,11,9,13,13,14,9,11,9,16.09,14,18.31,15,13,16,
R_3rPx5Bcrq1DbWx6,0,Early nutritional screening is therefore an important step in order to perform an adequate nutritional intervention as part of COVID-19 management.,1152,4,2,4,4,2,4,4,4,4,3.333333333,3.333333333,4,Starting nutritioNo Statement herel screening is therefore an important step in order to perform an adequate nutritioNo Statement herel intervention as part of COVID-19 maNo Statement heregement.,Early nutritional diet is therefore an important step in order to perform an adequate nutritional intervention as part of COVID-19 management.,16.32,27.15,16.32,0,0,0,16.2,16.2,16.2,17.23,18.92,15.84,17.6,21.6,16.4,11.45,12.58,11.45,7,10,7,16.5,18.5,16.5,7,10,7,16.02,15.24,16.02,17,19,16,
R_3rPx5Bcrq1DbWx6,0,"Of all the patients, 9.1% required admission to the intensive care unit (ICU), of whom 83% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 86.4%, 93.3%, 80.0% and 70.8%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.",1160,4,2,3,2,2,3,3,2,2,3,2.333333333,2.333333333,"Of all the patients, 9.1% required admission to the intensive care unit (ICU), of whom 83% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 86.4%, 93.3%, 80.0% and 70.8%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen. admission to the intensive care unit (ICU), of whom 83% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 86.4%, 93.3%, 80.0% and 70.8%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, some changes in results were seen.","Of all the patients, 9.1% requesting admission to the intensive care unit (ICU), of whom 83% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 86.4%, 93.3%, 80.0% and 70.8%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.",69.89,69.68,69.89,10,10,10.3,6,6,6,7.11,6.99,7.28,6.3,6.3,6.4,12.59,8.6,12.59,14,14,14,5.357142857,5.4,5.5,14,14,14,9.76,7.09,10.34,6,6,6,
R_3rPx5Bcrq1DbWx6,0,"Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vaccinated.",1164,2,2,2,4,4,4,4,4,4,2,4,4,"Compared to White respondents, American Indian/Alaska No Statement heretive and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be tested for COVID-19.","Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being somewhat likely to be vaccinated.",6.17,10.57,6.17,0,0,0,20.1,20.5,20.1,20.55,19.45,20.37,25.2,26.4,25.1,10.78,11.69,10.78,9,10,9,24.5,25.5,23.5,9,10,9,16.27,16.29,14.98,21,26,20,
R_6St6oY4L7rJl917,0,"Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.",1080,4,4,4,4,4,4,4,4,4,4,4,4,There is a greater risk of infection if there is close and frequent contact with patients with a cough.,Wash your hands after coming into contact with a patient with a cough and you lessen the risk of infection.,50.16,77.57,68.1,0,0,0,11.5,7.2,8.7,15.03,8.36,7.95,15.8,9.1,9.3,11.45,9.57,9.37,8,4,3,12.5,10.5,11,8,4,3,12.21,9.71,10,12,10,9,
R_6St6oY4L7rJl917,0,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was too small to identify any rare side-effects. ",1090,4,4,4,4,4,4,4,4,4,4,4,4,"Younger children are less likely to get SARS-CoV-2 and pass it on. The BNT163b2 vaccine are well tolerated in children ages 12-15, even though the study is too small to identify and rare side-effects.","Age matters because kids can't catch SARS-CoV-2 and aren't carriers. The vaccine it also proven to adjust well in children, though the study was small and couldn't identify side effects.",57.61,71.14,73.17,0,0,0,10.7,7.6,6.8,12.01,9.74,10.95,14.2,10.2,10.7,11.55,10.52,10.17,11,5,6,14,9,7.5,11,5,6,13.35,9.15,8.67,14,10,11,
R_6St6oY4L7rJl917,0,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,1150,3,3,4,4,4,4,4,4,4,3.333333333,4,4,"Early symptoms of COVID-19, like gastrointestiNo Statement herel symptoms, are common and are often associated with greater severity of illness.","Gastric bypass patients who displayed early symptoms of COVID-19, are common and often associated with severe illness.",19.37,25.8,37.3,0,0,0,15,14.6,12.3,21.11,17.81,16.18,19.5,18,15.3,15.06,13.31,14.7,9,8,9,13,13,8.5,9,8,9,16.09,14,9.15,15,13,15,
R_6St6oY4L7rJl917,0,"When each vitamin D status group was considered, 69.44% of the vitamin D deficient group had severe COVID-19 and 81.82% of the severely deficient group had severe COVID-19.",1151,2,2,2,2,2,2,2,2,2,2,2,2,"Of the patients admitted to the hospital with severe COVID-19, 64.44% were vitamin D deficient and 81.82% of the severely deficient group had severe COVID-19.","Vitamin D deficient people have a greater chance of having severe COVID-19. In a survey, 69.44% of patients that had COVID-19 were vitamin d deficient and 81.82% of that percentage had severe COVID-19.",70.5,63.05,71.51,11.2,11.2,9.5,5.7,6.5,5.3,9.31,9.88,8.6,7.6,8,6.8,11.43,12.26,10.75,6,6,6,5.666666667,5.166666667,4.375,6,6,6,9.43,9.72,6.96,6,10,7,
R_6St6oY4L7rJl917,0,Patients hospitalized and in the ICU because of COVID-19 have a higher metabolism and require more calories than their non-COVID counterparts.,1153,4,3,4,4,4,4,5,4,4,3.666666667,4,4.333333333,"Patients that are hospitalized because of COVID-19, tend to have a higher metabolism than those who do not, and require more food than.","Patients who are hospitalized because of COVID-19, are usually more petite than those who aren't and because of this, they need way more food than those without COVID-19 and have a fast metabolism because of COVID-19",41.7,65.05,51.86,0,0,0,12.7,9.9,15,15.61,10.51,11.5,16.4,13.2,20.3,12.95,10.27,8.49,7,5,5,13.5,13.5,21,7,5,5,14.11,12.68,17.73,13,10,21,
R_bNP12x4Wyamgo81,0,A 5-day course of ivermectin was found to be safe and effective in treating adult patients with mild COVID-19.,1006,4,4,4,3,4,4,4,4,4,4,3.666666667,4,A 5-day course of ivermectin was found to be safe and effective in treating adult patients with non deathlike or deathlike COVID-19.,A 5-day course of ivermectin was found to be perfectly safe without any symptoms for sure in treating adult patients with mild COVID-19.,77.57,74.53,73.51,0,0,0,7.2,8.3,8.7,9.86,11.2,11.03,10.9,13.4,13.4,12.06,11.9,11.64,4,5,5,10.5,12,12.5,4,5,5,9.71,10.62,10.94,10,12,11,
R_bNP12x4Wyamgo81,0,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",1010,2,2,2,2,2,2,2,2,2,2,2,2,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.","Testing algorithms can now be used to test antibodies for asymptomatic subjects exposed to SARS-CoV-2. They should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",17.17,17.17,34.76,0,0,0,17.9,17.9,13.3,17.12,17.12,15.32,21,21,15.4,12.53,12.53,11.89,19,19,13,22.25,22.25,13.75,19,19,13,19.82,19.82,14.98,18,18,15,
R_bNP12x4Wyamgo81,0,"Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate white blood cells as a therapeutic target for COVID-19.",1016,4,4,4,4,4,4,4,4,4,4,4,4,"Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate white blood cells as a high unmet medical need for COVID-19.","Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results show that COVID-19 targets white blood cells.",58.28,65.73,68.26,0,0,0,8.4,7.6,6.6,12.63,11.36,12.04,11.4,10.5,10.6,12.18,11.66,11.76,9,9,7,7.5,8,5.75,9,9,7,11.35,11.31,8.08,8,8,12,
R_RQXhfkx99zwO8XT,0,Intravenous recombinant ACE2 was reported as an effective therapy in severe COVID-19 by blocking the viral entry to target cells. ,1005,3,3,2,3,3,3,3,2,4,2.666666667,3,3,Intravenous recombiNo Statement herent ACE2 was reported as an ineffective therapy in severe COVID-19 because it didn't successfully block the viral entry of the cells targeted.,Intravenous recombinant ACE2 was reported as an ineffective therapy in severe COVID-19 by blocking the viral entry to target cells.,34.26,19.71,25.8,0,0,0,13.5,17,14.6,14.04,16.25,14.62,14.5,19.1,14.9,15.68,14.64,15.68,10,12,10,15,20,15,10,12,10,18,21.17,18,15,17,15,
R_RQXhfkx99zwO8XT,0,A 5-day course of ivermectin was found to be safe and effective in treating adult patients with mild COVID-19.,1006,4,4,4,4,4,4,4,4,4,4,4,4,A5-day course of ivermectin was found to be unsafe and ineffective in treating adult patients with mild COVID-19.,A 5-day course of ivermectin was found to be unsafe and effective in treating adult patients with mild COVID-19.,77.57,70.13,77.57,0,0,0,7.2,8,7.2,9.86,12.41,10.5,10.9,12.7,11.4,12.06,13.3,12.89,4,5,5,10.5,9,10.5,4,5,5,9.71,9.42,9.71,10,13,11,
R_RQXhfkx99zwO8XT,0,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",1010,2,2,2,2,2,2,2,2,2,2,2,2,"Antibody tests for high affinity antibodies should be performed ideally 21 days before potential infectious contact, given that most exposed individuals haven't begun to produce antibodies by then.","Antibody tests for high affinity antibodies should be performed ideally 21 days before potential infectious contact, given that most exposed individuals haven't begun to produce antibodies by then.",17.17,9.22,9.22,0,0,0,17.9,18.9,18.9,17.12,17.58,17.58,21,21.2,21.2,12.53,12.92,12.92,19,11,11,22.25,22,22,19,11,11,19.82,21.2,21.2,18,22,22,
R_RQXhfkx99zwO8XT,0,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,1013,2,2,2,3,3,3,3,3,3,2,3,3,Being fully dependable on supplemental oxygen was attained at 63% of the aNo Statement herekinra-treated group compared with 27% of the control group.,Unsuccessful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,52.19,39.67,42.72,0,0,0,10.7,13.4,12.3,12.94,14.28,15.2,13.6,16.3,15.9,11.23,13.02,13.31,12,9,9,12.5,14.5,13,12,9,9,11.81,14.42,12,13,14,13,
R_RQXhfkx99zwO8XT,0,"Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate white blood cells as a therapeutic target for COVID-19.",1016,2,4,3,4,4,4,4,4,4,3,4,4,"Over the 14-day study period, six patients survived, but suffered mild issues. Two had sever issues and one have no results thus far. We are not able to determine if white blood cells have a direct effect on targeting and improving the symptoms of covid-19.",The results implicate white blood cells as a untherapeutic target for COVID-19.,58.28,73.17,50.84,0,9.7,0,8.4,6.8,9.2,12.63,8.69,13.73,11.4,8.3,11.3,12.18,10.7,13.44,9,12,4,7.5,7.833333333,7,9,12,4,11.35,9.56,11.47,8,10,14,
R_vrEMPFqrCVhDDO1,0,Intravenous recombinant ACE2 was reported as an effective therapy in severe COVID-19 by blocking the viral entry to target cells. ,1005,2,2,2,2,2,2,2,2,2,2,2,2,Exercise and diet was reported as an effective therapy in severe COVID-19 by blocking the viral entry to target cells.,Intravenous recombinant ACE2 was reported as an effective therapy in severe COVID-19 by unblocking the viral entry to untargeted cells.,34.26,42.72,17.34,0,0,0,13.5,12.3,15.8,14.04,10.85,15.78,14.5,11.9,15.9,15.68,14.89,15.68,10,10,10,15,14,17,10,10,10,18,16,22,15,12,16,
R_vrEMPFqrCVhDDO1,0,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,1013,4,4,3,2,2,2,2,2,2,3.666666667,2,2,A need for mechanical ventilation occurred in 31% of the aNo Statement herekinra-treated group and 75% of the control group. Successful weaning from supplemental carbon was attained in 63% of the aNo Statement herekinra-treated group compared with 27% of the control group.,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the uncontrolled group.,52.19,41.7,43.73,0,0,0,10.7,12.7,11.9,12.94,13.63,13.69,13.6,15.1,14.2,11.23,11.45,11.64,12,13,13,12.5,13.5,13,12,13,13,11.81,13.16,12.86,13,14,12,
R_vrEMPFqrCVhDDO1,0,"We evaluated 298 persons and identified twelve positive cases. 75% of the positive cases were asymptomatic, while only 25% of positive cases reported symptoms that included fever, diarrhea, and cough. Our data confirm the importance of early identification of asymptomatic carriers.",1014,4,4,4,4,4,3,3,3,3,4,3.666666667,3,"We evaluated 298 persons and identified twelve positive cases. 75% of the positive cases were asymptomatic, while only 25% of positive cases reported symptoms that included vomiting, headaches, and pain in lungs. Our data confirm the importance of early identification of asymptomatic carriers.","We evaluated 298 persons and identified twelve positive cases. 75% of the positive cases were asymptomatic, while only 25% of positive cases reported symptoms that included death. Our data confirm the importance of early identification of asymptomatic carriers.",32.19,31.58,33.2,15,15,14.6,12.2,12.4,11.8,15.25,15.01,15.12,13.2,13.3,12.6,11.25,11.69,11.33,15,15,14,11.16666667,11.5,10.33333333,15,15,14,15.24,15.02,14.55,12,12,15,
R_vrEMPFqrCVhDDO1,0,Microscopic abnormalities have been observed in both finger and toenails of patients with COVID-19.  This suggests that chilblains might be a symptom of COVID-19.,1017,4,4,4,4,4,4,4,4,4,4,4,4,Microscopic abnormalities have been observed in both finger and toeNo Statement hereils of patients with COVID-19. This suggests that measles might be a symptom of COVID-19.,Microscopic abnormalities have been observed in both finger and eyes of patients with COVID-19. This suggests that chilblains might be a symptom of COVID-19.,67.76,66.74,67.76,0,0,0,6.8,7.2,6.8,14.2,13.96,13.27,11.7,11.9,10.9,10.81,11.57,10.81,7,7,6,6,6.5,6,7,7,6,8.13,8.28,8.13,7,12,11,
R_vrEMPFqrCVhDDO1,0,"We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster, and evidence of confirmed cases in the neighbourhood could help discriminate infected patients from uninfected.",1018,4,4,4,1,1,1,1,1,1,4,1,1,"We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (joint pain), household cluster, and evidence of confirmed cases in the state could help discrimiNo Statement herete infected patients from uninfected.","We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster, and evidence of confirmed cases in the neighborhood could help discriminate infected patients from infected.",24.11,22.08,24.11,0,0,0,23.6,24.3,23.6,13.65,13.25,13.36,32.2,32.8,31.9,12.68,13.11,12.11,17,17,15,33.5,33.5,33.5,17,17,15,25.64,25.61,24.18,13,13,24,
